180.619,1692
180.725,1746
180.826,1627
180.905,1636
180.989,1656
181.059,1746
181.201,1693
181.295,1646
181.427,1661
181.519,1709
181.604,1708
181.745,1693
181.829,1659
181.952,1713
182.058,1642
182.156,1697
182.255,1746
182.329,1727
182.424,1694
182.552,1739
182.652,1713
182.768,1734
182.876,1661
182.988,1685
183.088,1795
183.179,1703
183.304,1698
183.416,1743
183.490,1710
183.624,1666
183.734,1700
183.832,1751
183.932,1684
184.073,1776
184.178,1815
184.306,1728
184.380,1700
184.468,1678
184.585,1739
184.672,1716
184.771,1670
184.891,1777
184.974,1688
185.100,1752
185.209,1731
185.302,1636
185.402,1709
185.537,1697
185.630,1753
185.729,1699
185.841,1795
185.982,1702
186.103,1820
186.185,1756
186.294,1717
186.396,1746
186.497,1635
186.600,1773
186.664,1719
186.789,1692
186.877,1776
186.993,1696
187.057,1765
187.155,1730
187.257,1750
187.322,1712
187.387,1782
187.467,1710
187.568,1773
187.682,1684
187.783,1760
187.899,1679
187.983,1700
188.054,1708
188.163,1774
188.229,1674
188.300,1826
188.426,1713
188.504,1697
188.594,1777
188.686,1786
188.765,1719
188.830,1814
188.938,1725
189.071,1752
189.193,1788
189.258,1685
189.336,1771
189.427,1698
189.525,1793
189.600,1678
189.688,1737
189.778,1759
189.865,1697
189.988,1798
190.090,1733
190.154,1678
190.237,1725
190.379,1762
190.476,1674
190.593,1755
190.710,1731
190.801,1741
190.892,1753
190.976,1865
191.111,1705
191.204,1752
191.301,1719
191.413,1726
191.478,1658
191.607,1717
191.725,1761
191.824,1763
191.916,1698
192.020,1802
192.135,1690
192.200,1709
192.324,1773
192.454,1720
192.537,1740
192.641,1797
192.725,1720
192.844,1718
192.926,1790
193.003,1827
193.117,1731
193.194,1767
193.258,1830
193.354,1838
193.495,1784
193.606,1835
193.709,1776
193.811,1773
193.896,1693
193.991,1790
194.070,1735
194.184,1692
194.296,1658
194.390,1741
194.454,1797
194.539,1778
194.641,1740
194.739,1689
194.829,1718
194.965,1712
195.041,1794
195.143,1840
195.253,1746
195.354,1708
195.479,1799
195.580,1746
195.662,1773
195.739,1784
195.861,1789
195.926,1755
196.030,1743
196.101,1838
196.225,1832
196.364,1753
196.460,1739
196.587,1771
196.697,1795
196.836,1766
196.926,1863
197.026,1785
197.117,1702
197.230,1796
197.360,1746
197.450,1793
197.591,1853
197.733,1782
197.855,1819
197.966,1739
198.046,1843
198.111,1836
198.213,1767
198.295,1718
198.360,1880
198.467,1791
198.596,1745
198.702,1725
198.792,1781
198.873,1687
198.959,1774
199.058,1892
199.156,1753
199.248,1712
199.327,1796
199.400,1816
199.521,1742
199.586,1744
199.722,1813
199.788,1815
199.869,1817
199.933,1636
200.047,1701
200.170,1779
200.251,1726
200.325,1833
200.432,1794
200.514,1807
200.630,1705
200.731,1873
200.808,1731
200.899,1770
201.040,1832
201.126,1704
201.217,1852
201.295,1724
201.387,1779
201.489,1768
201.577,1774
201.659,1891
201.778,1725
201.865,1788
201.968,1789
202.052,1822
202.119,1799
202.246,1770
202.334,1754
202.447,1800
202.578,1757
202.687,1799
202.768,1809
202.867,1706
202.975,1828
203.072,1878
203.189,1668
203.303,1822
203.385,1746
203.449,1726
203.569,1833
203.674,1816
203.815,1803
203.880,1758
204.011,1878
204.100,1790
204.199,1852
204.320,1827
204.434,1756
204.528,1798
204.617,1775
