180.619,1845
180.725,1903
180.826,1869
180.905,1992
180.989,1865
181.059,1852
181.201,1912
181.295,1929
181.427,1894
181.519,1831
181.604,1783
181.745,1945
181.829,1835
181.952,1904
182.058,1847
182.156,1977
182.255,1872
182.329,1869
182.424,1858
182.552,1849
182.652,2026
182.768,1863
182.876,1893
182.988,1845
183.088,1889
183.179,1942
183.304,1923
183.416,1877
183.490,1838
183.624,1966
183.734,1857
183.832,1968
183.932,1908
184.073,1920
184.178,1876
184.306,1941
184.380,1929
184.468,1858
184.585,1849
184.672,1980
184.771,1918
184.891,1925
184.974,1944
185.100,1931
185.209,1908
185.302,1888
185.402,1926
185.537,1942
185.630,1923
185.729,1890
185.841,1998
185.982,1891
186.103,1872
186.185,2042
186.294,1968
186.396,1976
186.497,1873
186.600,1963
186.664,1862
186.789,1841
186.877,1842
186.993,1955
187.057,1913
187.155,1978
187.257,1865
187.322,1946
187.387,1964
187.467,1941
187.568,2037
187.682,1962
187.783,1913
187.899,1943
187.983,1949
188.054,1916
188.163,1978
188.229,1962
188.300,1952
188.426,1948
188.504,1967
188.594,1997
188.686,1880
188.765,1955
188.830,1924
188.938,1917
189.071,1894
189.193,1996
189.258,1990
189.336,1899
189.427,1972
189.525,1996
189.600,1923
189.688,1967
189.778,1844
189.865,1899
189.988,2022
190.090,1832
190.154,2021
190.237,1984
190.379,1901
190.476,2045
190.593,2058
190.710,1973
190.801,1960
190.892,2010
190.976,2009
191.111,2001
191.204,1940
191.301,1866
191.413,1941
191.478,1963
191.607,1905
191.725,1936
191.824,1934
191.916,1915
192.020,1932
192.135,1944
192.200,2023
192.324,1995
192.454,2025
192.537,1951
192.641,2059
192.725,1934
192.844,1935
192.926,1965
193.003,1997
193.117,2001
193.194,2050
193.258,2023
193.354,1916
193.495,1992
193.606,1955
193.709,1883
193.811,1944
193.896,1999
193.991,1963
194.070,1992
194.184,2073
194.296,1893
194.390,1988
194.454,1991
194.539,2021
194.641,1991
194.739,1992
194.829,2022
194.965,2117
195.041,1957
195.143,1986
195.253,1891
195.354,2005
195.479,1976
195.580,1978
195.662,1999
195.739,2135
195.861,1986
195.926,1967
196.030,2091
196.101,1960
196.225,1909
196.364,1958
196.460,1952
196.587,1961
196.697,2038
196.836,2019
196.926,1925
197.026,2055
197.117,1971
197.230,1884
197.360,2052
197.450,2048
197.591,2013
197.733,1887
197.855,2139
197.966,2012
198.046,2068
198.111,1933
198.213,1975
198.295,2063
198.360,2061
198.467,1974
198.596,1980
198.702,1999
198.792,2008
198.873,2108
198.959,1939
199.058,2049
199.156,2039
199.248,2083
199.327,1928
199.400,2044
199.521,2036
199.586,1997
199.722,2004
199.788,1947
199.869,1921
199.933,2039
200.047,1934
200.170,1910
200.251,1959
200.325,2054
200.432,2033
200.514,1947
200.630,2083
200.731,1952
200.808,2118
200.899,2010
201.040,1995
201.126,2087
201.217,2039
201.295,2027
201.387,2057
201.489,2064
201.577,1973
201.659,1981
201.778,1973
201.865,2067
201.968,2103
202.052,2029
202.119,2012
202.246,2074
202.334,2023
202.447,2049
202.578,2042
202.687,1941
202.768,2062
202.867,2032
202.975,2044
203.072,1989
203.189,2041
203.303,2101
203.385,2129
203.449,2113
203.569,2077
203.674,2116
203.815,2025
203.880,2027
204.011,2021
204.100,2073
204.199,2079
204.320,2091
204.434,2039
204.528,2019
204.617,2011
204.712,2189
204.834,2021
204.932,2063
205.038,1981
205.123,1983
205.208,2072
205.289,2032
205.398,2003
205.492,1954
205.595,2034
205.684,2015
205.781,2115
205.852,2088
205.963,2028
206.066,2060
206.180,2052
206.288,2153
206.353,2005
206.469,2075
206.598,2089
206.730,1994
206.823,1999
206.945,2038
207.027,1992
207.128,2079
207.226,1963
207.351,2042
207.493,2042
207.580,2046
207.673,2046
207.792,2082
207.890,2088
207.972,2013
208.084,2084
208.191,2035
208.303,1966
208.431,2105
208.509,2046
208.621,2092
208.720,2026
208.837,2098
208.954,2079
209.051,2050
209.115,2125
209.194,2085
209.312,2214
209.412,2127
209.507,1944
209.585,2074
209.667,2073
209.732,2086
209.807,2108
209.895,2134
209.979,2135
210.107,2021
210.212,2050
210.310,2113
210.394,2050
210.507,2139
210.610,1988
210.705,1982
210.817,2117
210.902,2001
211.002,2144
211.131,2093
211.214,2149
211.313,2148
211.454,2146
211.572,2309
211.680,2076
211.760,2070
211.870,2025
211.978,2013
212.043,2199
212.108,2102
212.216,2198
212.303,2115
212.399,2149
212.480,2040
212.588,2090
212.662,2157
212.764,2125
212.859,2054
212.987,2072
213.083,2132
213.185,2143
213.311,2084
213.415,2163
213.509,2115
213.590,2116
213.695,2088
213.760,2301
213.879,6130
213.999,2166
214.092,2075
214.181,2121
214.289,2109
214.380,2085
214.462,2144
214.575,2052
214.682,2114
214.746,2075
214.861,2161
214.928,2092
215.001,2119
215.100,2087
215.214,2125
215.319,2098
215.408,2052
215.489,2153
215.574,2024
215.660,2170
215.781,2121
215.872,2073
215.953,2126
216.050,2108
216.138,2069
216.262,2114
216.365,2163
216.431,1992
216.545,2209
216.647,2153
216.734,2044
216.822,2076
216.912,2102
217.012,2125
217.094,2068
217.205,2118
217.281,2153
217.382,2219
217.504,2111
217.610,2150
217.746,2160
217.860,2132
217.984,2119
218.104,2135
218.209,2122
218.334,2193
218.439,2110
218.531,2143
218.668,2100
218.777,2128
218.882,2145
218.970,2118
219.070,2114
219.172,2170
219.308,2222
219.421,2106
219.522,2053
219.635,2169
219.714,2169
219.789,2167
219.878,2155
220.012,2119
220.127,2137
220.241,2146
220.359,2142
220.478,2178
220.620,2081
220.729,2278
220.833,2136
220.921,2161
221.029,2212
221.105,2182
221.215,2111
221.301,2154
221.417,2202
221.554,2210
221.659,2118
221.755,2067
221.821,2119
221.898,2057
221.982,2231
222.069,2169
222.163,2096
222.233,2146
222.347,2230
222.446,2234
222.558,2206
222.622,2172
222.742,2100
222.834,2084
222.899,2173
222.999,2101
223.127,2167
223.227,2164
223.300,2255
223.406,2120
223.508,2150
223.643,2199
223.728,2188
223.828,2173
223.902,2200
224.018,2234
224.138,2238
224.261,2158
224.362,2189
224.503,2212
224.631,2168
224.718,2175
224.807,2106
224.912,2187
225.009,2172
225.134,2299
225.227,2142
225.337,2207
225.443,2249
225.533,2162
225.646,2179
225.752,2097
225.853,2137
225.944,2258
226.039,2118
226.148,2219
226.270,2259
226.365,2179
226.477,2147
226.586,2324
226.678,2112
226.804,2119
226.875,2212
226.994,2050
227.092,2161
227.167,2223
227.234,2247
227.308,2198
227.396,2237
227.537,2151
227.612,2302
227.753,2190
227.819,2227
227.914,2214
227.998,2173
228.119,2183
228.251,2213
228.333,2138
228.449,2145
228.524,2158
228.615,2165
228.679,2302
228.768,2141
228.833,2138
228.939,2151
229.049,2128
229.131,2279
229.219,2199
229.299,2166
229.391,2199
229.499,2178
229.584,2165
229.684,2222
229.780,2345
229.873,2238
229.971,2242
230.069,2209
230.200,2239
230.301,2259
230.394,2215
230.500,2152
230.607,2234
230.686,2213
230.758,2147
230.855,2142
230.981,2171
231.079,2144
231.207,2238
231.313,2083
231.447,2233
231.560,2163
231.647,2077
231.771,2184
231.841,2112
231.939,2123
232.048,2222
232.118,2242
232.220,2293
232.298,2262
232.395,2174
232.475,2221
232.552,2211
232.655,2267
232.788,2123
232.880,2182
232.979,2291
233.079,2223
233.159,2223
233.227,2299
233.360,2163
233.459,2188
233.554,2244
233.667,2182
233.737,2148
233.805,2190
233.890,2203
234.015,2261
234.123,2309
234.251,2229
234.357,2285
234.431,2214
234.553,2361
234.687,2211
234.761,2193
234.830,2313
234.943,2277
235.070,2182
235.187,2219
235.316,2169
235.392,2270
235.533,2272
235.616,2239
235.738,2306
235.863,2358
235.982,2274
236.065,2156
236.178,2196
236.315,2239
236.380,2137
236.519,2203
236.614,2150
236.756,2225
236.867,2189
236.988,2179
237.114,2203
237.196,2220
237.314,2342
237.389,2169
237.472,2231
237.573,2288
237.666,2250
237.786,2277
237.874,2242
237.964,2269
238.086,2321
238.205,2294
238.328,2247
238.432,2248
238.563,2248
238.690,2346
238.803,2254
238.940,2203
239.076,2234
239.179,2263
239.286,2363
239.384,2226
239.476,2219
239.576,2292
239.688,2249
239.775,2243
239.861,2304
239.930,2320
240.003,2220
240.091,2203
240.190,2263
240.328,2324
240.442,2276
240.543,2297
240.610,2290
240.711,2214
240.832,2309
240.941,2233
241.005,2216
241.116,2177
241.200,2204
241.285,2179
241.349,2340
241.483,2303
241.606,2188
241.699,2354
241.822,2198
241.895,2281
242.018,2325
242.102,2280
242.198,2305
242.293,2274
242.417,2201
242.495,2230
242.620,2229
242.736,2240
242.851,2252
242.920,2281
243.057,2216
243.145,2143
243.239,2344
243.330,2253
243.436,2332
243.501,2346
243.619,2365
243.707,2308
243.820,2324
243.946,2210
244.051,2149
244.155,2239
244.252,2209
244.344,2434
244.451,2253
244.563,2181
244.705,2367
244.813,2305
244.920,2281
245.033,2313
245.115,2232
245.198,2261
245.293,2327
245.387,2330
245.484,2280
245.561,2242
245.666,2346
245.749,2405
245.859,2388
245.954,2292
246.061,2365
246.164,2319
246.229,2350
246.324,2288
246.400,2353
246.542,2311
246.606,2281
246.738,2308
246.803,2298
246.944,2400
247.055,2290
247.153,2361
247.237,2322
247.329,2317
247.400,2350
247.527,2341
247.617,2327
247.726,2103
247.824,2289
247.937,2356
248.063,2344
248.159,2277
248.228,2406
248.314,3595
248.384,2807
248.481,2272
248.588,2314
248.690,2401
248.828,2314
248.956,2370
249.072,2270
249.154,2292
249.266,2260
249.371,2235
249.490,2203
249.600,2268
249.741,2365
249.860,2368
249.982,2340
250.122,2361
250.187,2323
250.279,2396
250.355,2272
250.438,2343
250.531,2282
250.647,2222
250.773,2322
250.886,2293
251.027,2315
251.106,2258
251.197,2171
251.303,2277
251.385,2333
251.471,2333
251.611,2247
251.701,2342
251.796,2330
251.870,2232
251.950,2220
252.036,2313
252.101,2320
252.205,2321
252.346,2277
252.439,2325
252.519,2247
252.624,2209
252.700,2370
252.771,2290
252.835,2300
252.939,2466
253.063,2373
253.161,2218
253.231,2375
253.317,2373
253.415,2288
253.548,2374
253.675,2259
253.806,2319
253.930,2283
254.020,2327
254.138,2415
254.250,2359
254.359,2259
254.441,2479
254.564,2331
254.694,2240
254.821,2357
254.954,2312
255.019,2268
255.113,2386
255.218,2419
255.315,2302
255.418,2415
255.546,2414
255.644,2221
255.734,2287
255.863,2434
255.958,2406
256.080,2308
256.197,2326
256.305,2393
256.377,2354
256.472,2371
256.595,2314
256.724,2359
256.858,2383
256.962,2498
257.104,2338
257.211,2326
257.302,2339
257.430,2377
257.512,2365
257.621,2345
257.747,2410
257.845,2387
257.950,2303
258.074,2361
258.146,2391
258.281,2304
258.400,2419
258.475,2414
258.565,2285
258.687,2391
258.788,2419
258.863,2250
258.987,2447
259.083,2378
259.191,2363
259.255,2382
259.392,2300
259.494,2399
259.562,2309
259.631,2312
259.721,2293
259.845,2500
259.971,2892
260.039,2470
260.120,2355
260.235,2342
260.338,2347
260.445,2378
260.573,2374
260.674,2472
260.770,2314
260.870,2468
260.979,2418
261.111,2336
261.200,2396
261.311,2429
261.408,2347
261.523,2447
261.647,2368
261.783,2406
261.847,2330
261.954,2485
262.083,2366
262.158,2371
262.262,2312
262.352,2413
262.467,2441
262.588,2343
262.670,2376
262.756,2365
262.829,2330
262.920,2333
263.024,2390
263.147,2391
263.249,2303
263.338,2402
263.440,2340
263.527,2376
263.602,2408
263.731,2421
263.812,2338
263.887,2308
263.981,2418
264.066,2319
264.199,2290
264.300,2433
264.423,2365
264.504,2396
264.611,2411
264.742,2437
264.833,2368
264.954,2346
265.053,2302
265.167,2338
265.265,2341
265.360,2422
265.455,2359
265.547,2445
265.612,2376
265.692,2343
265.801,2396
265.892,2379
266.019,2368
266.139,2348
266.257,2390
266.322,2444
266.429,2408
266.558,2447
266.658,2383
266.744,2413
266.882,2415
266.947,2418
267.076,2409
267.180,2513
267.280,2359
267.408,2456
267.477,2346
267.598,2422
267.693,2354
267.773,2295
267.882,2431
267.960,2450
268.037,2463
268.146,2435
268.241,2425
268.349,2383
268.441,2377
268.532,2425
268.630,2406
268.728,2431
268.824,2435
268.889,2376
268.976,2470
269.058,2297
269.172,2329
269.271,2537
269.404,2445
269.477,2459
269.565,2429
269.656,2420
269.764,2440
269.878,2420
269.976,2392
270.091,2392
270.174,2439
270.250,2411
270.353,2398
270.433,2331
270.534,2335
270.676,2322
270.773,2278
270.893,2385
270.984,2509
271.118,2507
271.215,2480
271.325,2493
271.404,2364
271.496,2334
271.618,2439
271.708,2334
271.831,2541
271.952,3002
272.031,2419
272.144,2459
272.255,2373
272.320,2401
272.397,2433
272.514,2452
272.601,2525
272.739,2505
272.860,2493
272.957,2446
273.054,2427
273.119,2517
273.214,2480
273.313,2292
273.401,2490
273.466,2447
273.601,2559
273.668,2488
273.765,2399
273.847,2450
273.969,2421
274.083,2386
274.186,2414
274.296,2483
274.369,2533
274.474,2376
274.579,2500
274.688,2401
274.794,2499
274.875,2536
274.960,2567
275.069,2541
275.179,2432
275.301,2593
275.366,2342
275.483,2462
275.571,2492
275.663,2411
275.804,2459
275.929,2487
276.039,2546
276.153,2497
276.285,2417
276.380,2483
276.465,2487
276.570,2451
276.641,2472
276.762,2549
276.854,2540
276.950,2447
277.023,2430
277.101,2416
277.209,2522
277.342,2449
277.407,2517
277.491,2489
277.563,2477
277.686,2380
277.825,2556
277.955,2530
278.066,2450
278.166,2605
278.238,2504
278.334,2320
278.440,2506
278.528,2389
278.654,2516
278.755,2589
278.851,2430
278.975,2423
279.051,2487
279.147,2458
279.252,2469
279.318,2504
279.422,2467
279.563,7502
279.682,2541
279.771,2540
279.860,2545
279.973,2478
280.037,2543
280.117,2397
280.241,7218
280.340,4056
280.420,2547
280.554,2350
280.635,2548
280.727,2537
280.823,2572
280.919,2578
281.052,2530
281.179,2611
281.280,2583
281.345,2373
281.456,2599
281.569,2551
281.677,2592
281.779,2600
281.871,2532
281.983,2544
282.076,2630
282.180,2497
282.319,2547
282.427,2503
282.536,2412
282.616,2569
282.710,2545
282.811,2455
282.890,2426
282.981,2522
283.088,2573
283.192,2441
283.279,2527
283.343,2350
283.419,2491
283.502,2478
283.567,2486
283.683,2475
283.768,2538
283.855,2501
283.971,2474
284.081,2510
284.169,2592
284.276,2516
284.387,2480
284.471,2583
284.552,2553
284.636,2557
284.731,2558
284.837,2540
284.901,2584
285.017,2542
285.104,2827
285.194,7315
285.323,2612
285.463,2584
285.528,2559
285.593,2431
285.720,2584
285.843,2471
285.932,2546
286.073,2400
286.172,2540
286.237,2488
286.333,2623
286.454,2515
286.592,2389
286.672,2499
286.771,2509
286.868,2513
286.933,2523
287.074,2520
287.172,2514
287.259,2615
287.390,2509
287.462,2543
287.546,2507
287.662,2666
287.788,2431
287.853,2411
287.943,2538
288.061,2495
288.143,2521
288.277,2514
288.391,2551
288.517,2565
288.581,2607
288.690,2456
288.801,2493
288.881,2525
288.961,2388
289.046,2533
289.151,2519
289.216,2536
289.321,2550
289.413,2445
289.488,2549
289.606,2513
289.705,2568
289.778,2443
289.858,2528
289.977,2604
290.042,2524
290.113,2411
290.202,2500
290.309,2562
290.414,2524
290.529,2446
290.671,2502
290.793,2572
290.900,2492
290.985,2529
291.087,2543
291.187,2603
291.313,2533
291.385,2548
291.490,2606
291.589,2485
291.709,2572
291.812,2546
291.912,2535
292.002,2500
292.127,2481
292.214,2499
292.279,2464
292.364,2600
292.486,2629
292.611,2623
292.709,2560
292.817,2576
292.928,2608
293.003,2630
293.067,2541
